ID,Gender,State,Zip,Zip3,Weeks Since First Purchase,Weeks Since Last Purchase,Book Purchase ($),Nonbook Purchase($),Total Purchase ($),No. of Purchases,No. of Childbook Purchases,No. of Youthbook Purchases,No. of Cookbook Purchases,No. of Do It Purchases,No. of Referncebook Purchases,No. of Artbook Purchases,No. of Geographybook Purchases,Response
57079,F,RI,2891,28,21,15,28,197,225,2,0,0,1,0,0,1,0,No
37937,F,NJ,8889,88,17,15,29,195,224,2,0,0,0,0,0,1,1,No
14868,M,NY,12803,128,19,15,28,195,223,2,1,0,0,0,0,1,0,No
11708,F,DE,19803,198,21,15,29,193,222,2,0,0,0,0,1,0,1,No
55755,F,NJ,7652,76,19,15,27,195,222,2,0,0,1,0,1,0,0,No
57481,F,NY,10021,100,19,15,25,197,222,2,0,1,1,0,0,0,0,No
18709,M,NJ,8330,83,19,15,27,194,221,2,0,0,1,0,1,0,0,No
46013,F,NY,11421,114,23,15,25,196,221,2,1,0,1,0,0,0,0,No
53943,M,NY,11742,117,23,15,26,195,221,2,0,0,1,1,0,0,0,No
10718,F,NY,14227,142,23,15,26,194,220,2,1,0,0,1,0,0,0,No
32886,M,NJ,7014,70,19,15,29,191,220,2,0,0,1,0,0,0,1,Yes
17917,F,NY,10028,100,19,15,26,193,219,2,0,1,0,1,0,0,0,No
47507,F,NH,3051,30,19,15,25,194,219,2,0,1,1,0,0,0,0,No
36527,F,NY,13215,132,19,15,27,191,218,2,0,0,1,0,1,0,0,No
43277,F,PA,17603,176,19,15,29,189,218,2,0,0,0,0,0,1,1,No
54848,F,NY,11581,115,23,15,27,191,218,2,0,0,1,0,1,0,0,No
56740,F,NJ,8757,87,17,15,26,192,218,2,0,0,1,1,0,0,0,No
25518,F,MD,21206,212,23,15,28,189,217,2,1,0,0,0,0,1,0,No
30312,M,NY,10465,104,17,15,29,188,217,2,0,0,0,0,1,0,1,No
42117,F,NY,11030,110,21,15,29,188,217,2,1,0,0,0,0,0,1,No
45445,F,PA,19124,191,21,15,26,191,217,2,1,0,0,1,0,0,0,No
13639,F,PA,15370,153,23,15,29,187,216,2,0,0,0,0,0,1,1,No
21491,F,DE,19810,198,17,15,29,187,216,2,1,0,0,0,0,0,1,No
31800,F,NY,11692,116,19,15,26,190,216,2,1,0,0,1,0,0,0,Yes
46824,M,NJ,7407,74,21,15,27,189,216,2,0,0,0,1,1,0,0,No
54117,F,MA,2019,20,23,15,25,191,216,2,1,0,1,0,0,0,0,No
57975,M,NY,10541,105,23,15,28,188,216,2,0,0,1,0,0,1,0,No
24283,M,PA,17111,171,17,15,28,187,215,2,0,1,0,0,0,1,0,No
55219,M,PA,19067,190,23,15,23,192,215,2,2,0,0,0,0,0,0,No
17308,F,NY,10468,104,17,15,29,185,214,2,1,0,0,0,0,0,1,No
30253,F,PA,15102,151,23,15,28,186,214,2,0,0,0,1,0,1,0,No
36353,F,NY,11790,117,19,15,26,188,214,2,0,0,0,2,0,0,0,No
39927,F,MA,1741,17,23,15,28,186,214,2,1,0,0,0,0,1,0,No
41689,F,NY,11758,117,17,15,29,185,214,2,0,1,0,0,0,0,1,No
43034,F,MA,2090,20,21,15,25,189,214,2,0,1,1,0,0,0,0,No
14068,F,MD,21208,212,23,15,26,187,213,2,0,0,1,1,0,0,0,No
40925,F,PA,16505,165,17,15,29,184,213,2,0,0,0,1,0,0,1,No
42747,M,NJ,7628,76,19,15,28,185,213,2,0,1,0,0,0,1,0,Yes
54560,F,NJ,8733,87,21,15,25,188,213,2,0,1,1,0,0,0,0,No
19917,F,PA,19067,190,23,15,25,186,211,2,0,0,2,0,0,0,0,No
21062,F,NJ,7746,77,17,15,29,182,211,2,0,0,1,0,0,0,1,No
21337,F,NJ,8753,87,23,15,29,182,211,2,0,0,0,0,0,0,2,No
40992,M,MD,21231,212,23,15,24,187,211,2,1,1,0,0,0,0,0,No
25066,F,NY,11570,115,21,15,24,186,210,2,1,1,0,0,0,0,0,No
32313,F,MD,20904,209,23,15,27,183,210,2,0,0,1,0,1,0,0,No
29668,F,PA,19010,190,21,15,27,182,209,2,0,0,1,0,1,0,0,No
42457,M,CT,6751,67,21,15,26,183,209,2,0,0,1,1,0,0,0,No
47387,M,PA,19342,193,23,15,25,184,209,2,1,0,1,0,0,0,0,No
12351,F,MA,2081,20,19,15,25,183,208,2,1,0,1,0,0,0,0,No
27560,M,NY,11223,112,23,15,25,183,208,2,1,0,1,0,0,0,0,No
37224,F,MD,21212,212,19,15,28,180,208,2,1,0,0,0,0,1,0,No
41281,F,MD,21204,212,23,15,29,179,208,2,0,0,1,0,0,0,1,No
37494,M,NH,3801,38,19,15,25,182,207,2,1,0,1,0,0,0,0,No
56408,F,PA,15774,157,21,15,25,182,207,2,1,0,1,0,0,0,0,No
13233,F,MA,1776,17,23,15,29,177,206,2,0,0,0,0,0,1,1,No
16468,M,NJ,8010,80,19,15,25,181,206,2,1,0,1,0,0,0,0,No
16616,M,DC,20037,200,17,15,29,177,206,2,0,0,0,1,0,0,1,No
29830,M,NY,14850,148,17,15,29,177,206,2,0,0,0,1,0,0,1,No
32463,M,NY,11223,112,23,15,25,181,206,2,1,0,1,0,0,0,0,No
34239,F,NY,11427,114,23,15,29,177,206,2,0,0,1,0,0,0,1,No
41235,F,PA,19090,190,23,15,26,180,206,2,0,0,1,1,0,0,0,No
15456,F,PA,19132,191,23,15,29,176,205,2,0,0,0,0,0,0,2,No
17939,F,NJ,7981,79,23,15,25,180,205,2,1,0,1,0,0,0,0,No
22010,M,NY,13601,136,21,15,27,178,205,2,0,0,1,0,1,0,0,No
47442,F,NJ,7043,70,19,15,25,180,205,2,0,0,2,0,0,0,0,No
48421,F,NJ,7869,78,19,15,28,177,205,2,0,1,0,0,0,1,0,No
38582,F,VT,5602,56,23,15,26,178,204,2,0,0,1,1,0,0,0,No
42501,M,CT,6066,60,23,15,29,175,204,2,0,0,1,0,0,0,1,Yes
13989,F,NY,11209,112,23,15,25,178,203,2,1,0,1,0,0,0,0,No
22434,F,NJ,7004,70,17,15,23,180,203,2,2,0,0,0,0,0,0,No
33292,F,RI,2906,29,19,15,28,175,203,2,0,0,1,0,0,1,0,No
55666,F,NJ,7417,74,19,15,26,177,203,2,0,1,0,1,0,0,0,No
14177,F,PA,17901,179,17,15,27,175,202,2,1,0,0,0,1,0,0,No
16118,M,MD,21120,211,17,15,25,177,202,2,0,0,2,0,0,0,0,No
22318,F,NY,10467,104,19,15,25,177,202,2,1,0,1,0,0,0,0,No
24327,F,NY,11234,112,23,15,25,176,201,2,0,0,2,0,0,0,0,No
29823,F,DC,20016,200,17,15,28,173,201,2,1,0,0,0,0,1,0,No
30605,F,NJ,7641,76,19,15,29,172,201,2,1,0,0,0,0,0,1,No
33457,M,NY,11510,115,21,15,27,174,201,2,0,1,0,0,1,0,0,Yes
40430,M,NY,14150,141,23,15,25,176,201,2,1,0,1,0,0,0,0,No
52147,M,DE,19711,197,17,15,26,175,201,2,0,0,1,1,0,0,0,No
18560,F,NY,14467,144,21,15,29,171,200,2,0,0,0,0,1,0,1,No
19373,F,NY,14150,141,17,15,26,174,200,2,0,0,1,1,0,0,0,No
20036,M,NJ,7047,70,23,15,25,175,200,2,0,1,1,0,0,0,0,No
37371,M,PA,19134,191,19,15,28,172,200,2,0,0,1,0,0,1,0,No
37378,F,NJ,7003,70,21,15,26,174,200,2,0,0,1,1,0,0,0,No
24504,F,PA,19320,193,21,15,29,170,199,2,1,0,0,0,0,0,1,No
38294,F,NY,10314,103,19,15,28,171,199,2,0,0,1,0,0,1,0,No
40580,F,NY,11358,113,17,15,28,171,199,2,0,0,0,0,0,2,0,No
51595,M,NJ,8109,81,17,15,29,170,199,2,0,0,0,0,1,0,1,No
22508,M,NY,11040,110,19,15,28,170,198,2,0,0,1,0,0,1,0,No
38913,F,PA,16201,162,17,15,28,170,198,2,0,1,0,0,0,1,0,No
40103,F,NY,11234,112,19,15,25,173,198,2,0,1,1,0,0,0,0,No
13282,F,NY,13820,138,23,15,29,168,197,2,0,1,0,0,0,0,1,No
28781,F,CT,6450,64,19,15,23,174,197,2,2,0,0,0,0,0,0,No
41167,F,CT,6378,63,21,15,29,168,197,2,0,0,0,0,1,0,1,No
34602,M,PA,19130,191,21,15,29,167,196,2,0,0,0,0,1,0,1,No
14131,M,NY,10576,105,19,15,27,168,195,2,0,0,1,0,1,0,0,No
20832,F,PA,19038,190,17,15,25,170,195,2,1,0,1,0,0,0,0,No
49108,M,CT,6704,67,19,15,26,169,195,2,1,0,0,1,0,0,0,No
55264,F,NJ,7607,76,21,15,28,167,195,2,0,0,1,0,0,1,0,No
41174,F,NY,10583,105,21,15,25,169,194,2,1,0,1,0,0,0,0,No
47877,M,NY,10011,100,21,15,27,167,194,2,0,0,1,0,1,0,0,No
10594,F,PA,17901,179,19,15,28,165,193,2,1,0,0,0,0,1,0,No
23689,F,NY,11581,115,23,15,23,170,193,2,2,0,0,0,0,0,0,No
26027,M,PA,18951,189,19,15,27,166,193,2,0,1,0,0,1,0,0,No
27568,F,PA,17545,175,17,15,29,164,193,2,0,0,0,0,1,0,1,No
37065,F,NJ,7960,79,19,15,25,168,193,2,1,0,1,0,0,0,0,No
38076,F,NJ,8021,80,19,15,26,167,193,2,0,0,1,1,0,0,0,No
44422,F,MD,20904,209,19,15,25,168,193,2,1,0,1,0,0,0,0,No
48168,M,NJ,8406,84,21,15,28,165,193,2,0,0,0,1,0,1,0,No
11380,F,NJ,8012,80,19,15,27,165,192,2,0,0,1,0,1,0,0,No
12548,F,MA,1020,10,23,15,25,167,192,2,1,0,1,0,0,0,0,No
29222,F,MA,1453,14,19,15,28,164,192,2,1,0,0,0,0,1,0,No
39535,M,NY,11205,112,19,15,27,165,192,2,0,0,0,0,2,0,0,Yes
48477,F,MA,2402,24,21,15,25,167,192,2,1,0,1,0,0,0,0,No
52114,F,NY,10475,104,19,15,25,167,192,2,1,0,1,0,0,0,0,No
20305,M,NY,11510,115,17,15,28,163,191,2,0,1,0,0,0,1,0,No
57882,F,NY,10308,103,23,15,29,162,191,2,1,0,0,0,0,0,1,No
13944,F,NY,11753,117,19,15,23,167,190,2,2,0,0,0,0,0,0,No
24408,M,NY,10952,109,19,15,25,165,190,2,1,0,1,0,0,0,0,No
33681,F,NY,11803,118,17,15,25,165,190,2,0,0,2,0,0,0,0,No
54573,F,NY,11235,112,21,15,27,163,190,2,0,0,1,0,1,0,0,No
27549,M,NJ,8854,88,19,15,29,160,189,2,0,0,0,0,1,0,1,No
36968,F,NY,11105,111,19,15,28,161,189,2,0,0,0,0,1,1,0,No
37658,F,NY,10580,105,23,15,25,164,189,2,0,0,2,0,0,0,0,No
40628,F,NY,11234,112,19,15,28,161,189,2,0,0,0,0,1,1,0,No
43472,M,NJ,7960,79,19,15,26,163,189,2,0,0,1,1,0,0,0,No
58962,F,PA,15714,157,19,15,28,161,189,2,1,0,0,0,0,1,0,No
25119,F,NY,11793,117,17,15,25,163,188,2,0,1,1,0,0,0,0,No
28732,M,NJ,7059,70,17,15,26,162,188,2,0,0,1,1,0,0,0,No
56762,F,PA,19565,195,21,15,27,161,188,2,0,0,0,1,1,0,0,No
20313,F,MA,2643,26,23,15,25,162,187,2,0,0,2,0,0,0,0,No
35098,F,NY,11516,115,23,15,27,160,187,2,0,0,1,0,1,0,0,No
45798,F,PA,18914,189,19,15,24,163,187,2,1,1,0,0,0,0,0,No
17261,F,NY,14580,145,19,15,26,160,186,2,0,0,1,1,0,0,0,No
51978,M,PA,16505,165,19,15,25,161,186,2,0,1,1,0,0,0,0,No
52118,M,NJ,7109,71,17,15,25,161,186,2,0,1,1,0,0,0,0,No
15714,F,NY,10010,100,17,15,28,157,185,2,0,0,1,0,0,1,0,No
17849,F,PA,17316,173,19,15,29,156,185,2,0,0,1,0,0,0,1,No
18380,F,NY,11212,112,17,15,29,156,185,2,0,0,1,0,0,0,1,No
26437,M,PA,15202,152,23,15,25,160,185,2,1,0,1,0,0,0,0,No
41515,F,NY,10901,109,21,15,29,155,184,2,0,0,0,0,0,1,1,No
41487,M,NJ,7070,70,19,15,29,154,183,2,0,0,0,0,0,0,2,Yes
16450,F,NY,12553,125,21,15,25,157,182,2,0,0,2,0,0,0,0,No
30457,F,DE,19805,198,21,15,28,154,182,2,1,0,0,0,0,1,0,No
49616,F,MD,21009,210,21,15,25,157,182,2,0,1,1,0,0,0,0,No
49705,F,NJ,7675,76,23,15,28,154,182,2,0,0,0,0,1,1,0,No
28324,M,NY,10956,109,17,15,28,153,181,2,0,1,0,0,0,1,0,No
46502,F,ME,4354,43,23,15,29,152,181,2,0,0,0,0,0,0,2,No
13959,F,NY,11753,117,23,15,27,153,180,2,0,1,0,0,1,0,0,No
26542,M,PA,17929,179,19,15,26,154,180,2,1,0,0,1,0,0,0,No
31853,F,MA,1020,10,23,15,29,151,180,2,0,1,0,0,0,0,1,No
42023,F,MD,21227,212,17,15,28,152,180,2,0,0,0,1,0,1,0,No
45533,F,NY,13833,138,19,15,25,155,180,2,1,0,1,0,0,0,0,No
49985,F,NJ,8240,82,17,15,24,156,180,2,0,2,0,0,0,0,0,No
57558,F,PA,18249,182,19,15,29,151,180,2,0,0,0,0,0,1,1,No
35662,M,NY,10011,100,23,15,25,154,179,2,0,1,1,0,0,0,0,No
12346,F,NY,12518,125,21,15,28,150,178,2,0,0,0,0,1,1,0,No
37985,F,MA,2401,24,23,15,28,150,178,2,0,0,1,0,0,1,0,No
45767,F,MA,1108,11,21,15,28,150,178,2,0,0,1,0,0,1,0,No
14080,M,NJ,7727,77,19,15,27,150,177,2,0,0,1,0,1,0,0,No
39383,F,MA,1005,10,23,15,25,152,177,2,1,0,1,0,0,0,0,Yes
54781,F,NJ,7716,77,21,15,29,148,177,2,0,1,0,0,0,0,1,No
39038,F,NJ,8801,88,17,15,29,147,176,2,1,0,0,0,0,0,1,No
42849,F,NJ,7924,79,19,15,27,149,176,2,0,1,0,0,1,0,0,No
15383,M,PA,18944,189,19,15,26,149,175,2,1,0,0,1,0,0,0,No
25068,M,MD,20895,208,19,15,29,146,175,2,0,0,0,1,0,0,1,No
35584,F,PA,15207,152,23,15,25,150,175,2,1,0,1,0,0,0,0,No
20164,F,NY,10528,105,23,15,29,145,174,2,1,0,0,0,0,0,1,No
27569,F,NJ,7067,70,21,15,28,146,174,2,0,0,1,0,0,1,0,No
58448,F,NY,10021,100,23,15,29,145,174,2,0,0,0,1,0,0,1,No
16587,F,NJ,7107,71,19,15,29,144,173,2,0,0,1,0,0,0,1,No
21033,F,NJ,8562,85,17,15,25,148,173,2,1,0,1,0,0,0,0,No
23713,F,NY,10305,103,21,15,23,150,173,2,2,0,0,0,0,0,0,No
24780,F,NY,12524,125,19,15,29,144,173,2,0,0,0,1,0,0,1,No
53645,F,CT,6830,68,19,15,24,149,173,2,1,1,0,0,0,0,0,No
21887,F,MA,2149,21,21,15,23,149,172,2,2,0,0,0,0,0,0,No
44189,M,ME,4103,41,21,15,27,145,172,2,0,0,0,1,1,0,0,No
14834,M,MA,1060,10,19,15,25,146,171,2,1,0,1,0,0,0,0,No
22258,F,MD,20853,208,17,15,27,144,171,2,1,0,0,0,1,0,0,No
24151,F,MD,20706,207,17,15,26,145,171,2,0,1,0,1,0,0,0,No
29145,M,MA,1887,18,17,15,29,142,171,2,0,1,0,0,0,0,1,No
31813,F,MA,2364,23,19,15,28,143,171,2,0,0,1,0,0,1,0,No
40569,F,PA,18013,180,19,15,29,142,171,2,0,0,1,0,0,0,1,No
10149,F,NJ,7758,77,19,15,27,143,170,2,0,0,0,1,1,0,0,No
25076,M,NY,11373,113,19,15,24,146,170,2,1,1,0,0,0,0,0,No
28159,F,PA,19074,190,23,15,25,145,170,2,0,1,1,0,0,0,0,No
35695,M,MA,2745,27,21,15,25,145,170,2,1,0,1,0,0,0,0,No
26088,F,NY,11225,112,21,15,24,145,169,2,1,1,0,0,0,0,0,No
31641,F,NY,13219,132,21,15,29,140,169,2,0,0,0,0,0,0,2,Yes
42446,M,CT,6441,64,19,15,26,143,169,2,1,0,0,1,0,0,0,No
43460,F,NJ,7652,76,19,15,26,143,169,2,0,0,0,2,0,0,0,No
49209,F,NY,10028,100,21,15,23,146,169,2,2,0,0,0,0,0,0,No
59733,F,PA,19050,190,23,15,26,143,169,2,1,0,0,1,0,0,0,No
18717,M,NY,10530,105,19,15,29,139,168,2,1,0,0,0,0,0,1,No
21233,M,NY,11001,110,23,15,26,142,168,2,0,0,1,1,0,0,0,No
21341,M,MA,1612,16,19,15,28,140,168,2,0,0,1,0,0,1,0,No
39472,F,NJ,8402,84,19,15,29,139,168,2,0,1,0,0,0,0,1,No
18647,F,CT,6052,60,23,15,26,141,167,2,1,0,0,1,0,0,0,No
34257,F,PA,19057,190,19,15,25,142,167,2,0,0,2,0,0,0,0,No
36354,F,NJ,8037,80,23,15,23,144,167,2,2,0,0,0,0,0,0,No
16357,F,PA,19601,196,17,15,26,140,166,2,1,0,0,1,0,0,0,No
21747,M,CT,6516,65,17,15,29,137,166,2,0,0,1,0,0,0,1,No
50230,F,MD,21146,211,17,15,25,141,166,2,1,0,1,0,0,0,0,No
55133,F,MA,1930,19,17,15,29,137,166,2,0,0,1,0,0,0,1,No
20176,F,MD,20832,208,19,15,24,141,165,2,1,1,0,0,0,0,0,No
30144,F,MD,21030,210,23,15,29,136,165,2,0,0,1,0,0,0,1,No
41315,M,NY,10541,105,19,15,25,140,165,2,1,0,1,0,0,0,0,No
53948,F,NJ,7042,70,23,15,25,140,165,2,0,0,2,0,0,0,0,No
31897,M,NY,11203,112,23,15,23,141,164,2,2,0,0,0,0,0,0,No
33549,F,VT,5701,57,17,15,24,140,164,2,1,1,0,0,0,0,0,No
42105,F,NJ,8879,88,21,15,25,139,164,2,1,0,1,0,0,0,0,No
21537,F,NY,14172,141,17,15,27,136,163,2,1,0,0,0,1,0,0,No
21604,F,NY,10025,100,19,15,29,134,163,2,0,0,0,0,0,1,1,No
40311,F,RI,2816,28,19,15,25,138,163,2,1,0,1,0,0,0,0,No
49008,M,NY,10312,103,23,15,28,135,163,2,0,0,1,0,0,1,0,No
49717,F,NY,11777,117,19,15,25,138,163,2,0,1,1,0,0,0,0,No
51352,M,PA,19468,194,23,15,26,137,163,2,1,0,0,1,0,0,0,No
23497,M,MD,20842,208,21,15,24,138,162,2,1,1,0,0,0,0,0,No
32384,M,MA,2108,21,23,15,28,134,162,2,1,0,0,0,0,1,0,No
20745,F,NJ,8731,87,23,15,28,133,161,2,0,0,0,1,0,1,0,No
30944,F,PA,17602,176,17,15,25,136,161,2,0,1,1,0,0,0,0,No
32924,F,PA,15218,152,17,15,23,138,161,2,2,0,0,0,0,0,0,No
37094,M,MD,21131,211,17,15,26,135,161,2,1,0,0,1,0,0,0,No
57266,F,CT,6033,60,17,15,29,132,161,2,0,0,1,0,0,0,1,No
58264,F,NY,10312,103,21,15,28,133,161,2,0,0,1,0,0,1,0,No
24582,M,MD,21225,212,23,15,23,137,160,2,2,0,0,0,0,0,0,No
52660,F,DE,19713,197,21,15,27,133,160,2,0,0,1,0,1,0,0,No
13877,M,DE,19711,197,17,15,23,136,159,2,2,0,0,0,0,0,0,No
36498,F,NJ,7043,70,23,15,29,130,159,2,0,0,1,0,0,0,1,No
45219,F,NY,11757,117,23,15,29,130,159,2,0,0,1,0,0,0,1,No
47759,F,CT,6877,68,19,15,28,131,159,2,1,0,0,0,0,1,0,No
14225,F,CT,6053,60,17,15,29,129,158,2,1,0,0,0,0,0,1,No
31311,M,CT,6016,60,19,15,29,129,158,2,0,0,0,0,1,0,1,No
36642,F,NJ,7869,78,21,15,29,129,158,2,0,0,1,0,0,0,1,No
22595,M,NJ,7732,77,17,15,27,130,157,2,0,0,1,0,1,0,0,No
44061,F,NY,11358,113,21,15,29,128,157,2,0,0,0,0,0,0,2,No
38755,M,NY,13367,133,21,15,28,128,156,2,0,0,1,0,0,1,0,No
15930,M,PA,18042,180,21,15,24,131,155,2,1,1,0,0,0,0,0,No
25058,F,PA,17011,170,23,15,29,126,155,2,0,1,0,0,0,0,1,No
40935,F,PA,19070,190,19,15,29,126,155,2,0,0,0,0,1,0,1,No
41128,F,NY,10010,100,23,15,29,126,155,2,0,0,0,1,0,0,1,No
46995,F,NY,11354,113,17,15,25,130,155,2,1,0,1,0,0,0,0,No
55516,F,NY,11735,117,23,15,28,127,155,2,0,1,0,0,0,1,0,No
59672,F,NY,13421,134,23,15,25,130,155,2,0,1,1,0,0,0,0,No
27483,M,NY,11725,117,19,15,25,129,154,2,1,0,1,0,0,0,0,No
22089,F,NY,10526,105,21,15,29,124,153,2,0,0,0,1,0,0,1,No
29937,F,NJ,8534,85,19,15,25,128,153,2,1,0,1,0,0,0,0,No
30511,F,NJ,7039,70,19,15,28,125,153,2,0,0,0,0,1,1,0,No
49663,F,NJ,8831,88,23,15,27,126,153,2,0,0,1,0,1,0,0,No
49925,F,NJ,7065,70,17,15,29,124,153,2,0,0,1,0,0,0,1,No
22042,F,MD,20878,208,21,15,25,127,152,2,1,0,1,0,0,0,0,No
26744,F,MA,2090,20,19,15,28,124,152,2,0,0,0,0,1,1,0,No
33979,F,DE,19713,197,19,15,26,126,152,2,0,1,0,1,0,0,0,No
51651,F,DC,20024,200,17,15,25,127,152,2,1,0,1,0,0,0,0,No
56489,F,PA,18411,184,19,15,28,124,152,2,0,0,1,0,0,1,0,No
59481,F,PA,19355,193,17,15,29,123,152,2,0,0,0,0,0,1,1,Yes
13607,F,MD,20759,207,23,15,28,123,151,2,0,0,1,0,0,1,0,No
15431,F,NY,12047,120,23,15,25,126,151,2,1,0,1,0,0,0,0,No
17726,M,RI,2864,28,21,15,27,124,151,2,0,0,1,0,1,0,0,No
20301,F,NJ,7110,71,19,15,29,122,151,2,0,0,0,0,1,0,1,No
21036,M,NY,11432,114,19,15,28,123,151,2,1,0,0,0,0,1,0,No
25279,M,PA,18612,186,19,15,28,123,151,2,0,0,1,0,0,1,0,No
28339,F,PA,17837,178,19,15,29,122,151,2,1,0,0,0,0,0,1,No
46336,F,NY,11542,115,19,15,29,122,151,2,0,0,0,1,0,0,1,No
16126,M,PA,19067,190,23,15,26,124,150,2,1,0,0,1,0,0,0,No
18014,F,MA,1602,16,23,15,25,125,150,2,0,0,2,0,0,0,0,No
18130,F,NJ,8755,87,17,15,25,125,150,2,0,0,2,0,0,0,0,No
20100,F,NJ,7024,70,19,15,24,126,150,2,1,1,0,0,0,0,0,No
28840,F,NJ,7662,76,21,15,28,122,150,2,0,0,0,0,1,1,0,No
41321,F,NJ,7087,70,17,15,27,123,150,2,0,0,0,1,1,0,0,No
50516,F,PA,18013,180,19,15,25,125,150,2,1,0,1,0,0,0,0,No
54247,M,NY,11230,112,23,15,25,125,150,2,0,1,1,0,0,0,0,No
13683,F,NY,10704,107,17,15,29,120,149,2,0,0,1,0,0,0,1,No
27261,M,NY,10538,105,17,15,28,121,149,2,1,0,0,0,0,1,0,No
19890,F,CT,6611,66,17,15,28,120,148,2,0,1,0,0,0,1,0,No
24599,M,PA,19116,191,17,15,29,119,148,2,0,0,1,0,0,0,1,No
54819,M,MD,21043,210,21,15,29,119,148,2,0,0,0,0,0,0,2,No
20615,F,CT,6905,69,21,15,29,118,147,2,0,0,1,0,0,0,1,No
54064,F,NJ,7045,70,21,15,26,121,147,2,0,0,1,1,0,0,0,No
58957,F,NJ,8857,88,21,15,26,121,147,2,0,0,1,1,0,0,0,No
11435,M,MA,1518,15,23,15,29,117,146,2,0,0,0,1,0,0,1,No
13932,F,NY,10583,105,21,15,26,120,146,2,0,0,1,1,0,0,0,No
29819,M,NY,11010,110,19,15,27,119,146,2,0,0,0,1,1,0,0,No
40035,M,PA,15146,151,17,15,24,122,146,2,1,1,0,0,0,0,0,No
50662,M,NY,10011,100,23,15,25,121,146,2,1,0,1,0,0,0,0,No
54957,F,NJ,8876,88,21,15,24,122,146,2,0,2,0,0,0,0,0,No
11075,F,NH,3842,38,21,15,24,121,145,2,1,1,0,0,0,0,0,No
15426,F,NY,12827,128,21,15,26,119,145,2,0,1,0,1,0,0,0,No
24718,F,PA,19015,190,19,15,28,117,145,2,1,0,0,0,0,1,0,No
33807,F,NY,12841,128,21,15,26,119,145,2,0,0,1,1,0,0,0,No
39518,F,PA,15217,152,17,15,25,120,145,2,0,1,1,0,0,0,0,No
14178,F,PA,19149,191,21,15,23,121,144,2,2,0,0,0,0,0,0,No
18096,F,MA,2653,26,19,15,26,118,144,2,0,0,0,2,0,0,0,No
36134,M,NY,11762,117,17,15,28,115,143,2,0,0,0,1,0,1,0,No
44236,F,MA,2660,26,17,15,25,118,143,2,0,1,1,0,0,0,0,No
16493,F,NJ,8096,80,21,15,29,113,142,2,0,1,0,0,0,0,1,No
21493,M,NY,12538,125,19,15,26,116,142,2,0,0,1,1,0,0,0,No
30505,F,NH,3820,38,21,15,28,114,142,2,0,0,0,0,1,1,0,No
10358,F,NY,14616,146,17,15,28,113,141,2,0,0,0,1,0,1,0,No
19919,M,NY,11434,114,21,15,26,115,141,2,0,0,1,1,0,0,0,No
22893,M,PA,19135,191,23,15,28,113,141,2,0,0,1,0,0,1,0,No
23485,F,NJ,7036,70,23,15,28,113,141,2,0,0,0,1,0,1,0,No
35594,F,NY,11021,110,23,15,29,112,141,2,1,0,0,0,0,0,1,No
56136,F,MA,1106,11,17,15,26,115,141,2,0,0,1,1,0,0,0,No
26730,F,NY,12958,129,19,15,29,111,140,2,0,0,0,0,0,0,2,No
26899,M,NJ,8753,87,17,15,27,113,140,2,0,0,1,0,1,0,0,No
39087,F,PA,17980,179,21,15,28,112,140,2,0,0,0,0,0,2,0,No
40065,M,NY,11501,115,23,15,23,117,140,2,2,0,0,0,0,0,0,No
42929,F,NY,11784,117,21,15,28,112,140,2,0,0,0,1,0,1,0,No
46225,F,NY,10304,103,17,15,27,113,140,2,1,0,0,0,1,0,0,No
54216,F,PA,19083,190,19,15,24,116,140,2,1,1,0,0,0,0,0,No
14700,F,NY,11202,112,17,15,26,113,139,2,0,0,1,1,0,0,0,No
19252,F,NJ,8077,80,19,15,25,114,139,2,0,1,1,0,0,0,0,No
22414,M,MD,21122,211,21,15,26,113,139,2,0,0,1,1,0,0,0,No
28333,F,NY,11730,117,17,15,25,114,139,2,0,1,1,0,0,0,0,No
33532,F,PA,19111,191,21,15,26,113,139,2,1,0,0,1,0,0,0,No
40119,F,MD,20816,208,23,15,24,115,139,2,1,1,0,0,0,0,0,No
58571,F,NJ,7746,77,19,15,29,110,139,2,0,0,1,0,0,0,1,No
35834,M,DC,20008,200,23,15,29,109,138,2,0,0,0,1,0,0,1,No
52275,F,NJ,8054,80,19,15,25,113,138,2,0,1,1,0,0,0,0,No
55007,M,NY,12144,121,17,15,29,109,138,2,0,0,0,0,0,1,1,No
56071,M,CT,6333,63,17,15,23,115,138,2,2,0,0,0,0,0,0,No
57533,F,NY,11801,118,23,15,29,109,138,2,0,1,0,0,0,0,1,No
59744,F,NJ,7003,70,21,15,29,109,138,2,0,0,0,1,0,0,1,No
11972,F,PA,18466,184,17,15,29,108,137,2,1,0,0,0,0,0,1,No
30284,F,NY,10312,103,17,15,26,111,137,2,0,0,1,1,0,0,0,No
46736,F,NJ,8071,80,19,15,27,110,137,2,1,0,0,0,1,0,0,No
51648,M,NY,10538,105,21,15,29,108,137,2,0,0,1,0,0,0,1,No
56141,F,NJ,7092,70,23,15,29,108,137,2,0,1,0,0,0,0,1,No
16382,F,NY,10980,109,21,15,29,107,136,2,0,0,0,1,0,0,1,No
35465,F,PA,15241,152,17,15,25,111,136,2,0,0,2,0,0,0,0,No
22049,F,NY,11590,115,17,15,29,106,135,2,0,0,0,0,1,0,1,No
33618,M,PA,16001,160,17,15,25,110,135,2,1,0,1,0,0,0,0,No
